date,category,flag,scope,message,driver_number,lap_number
2023-07-28,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 16,,
2023-07-28,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 16,,
2023-07-28,Flag,CHEQUERED,Track,CHEQUERED FLAG,,
2023-07-28,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2023-07-28,Flag,CHEQUERED,Track,CHEQUERED FLAG,,
2023-07-28,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 10,,
2023-07-28,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 21,,
2023-07-28,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 16,,
2023-07-28,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 15,,
2023-07-28,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 16,,
2023-07-28,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 15,,
2023-07-28,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 19,,
2023-07-28,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 15,,
2023-07-28,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 19,,
2023-07-28,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 13,,
2023-07-28,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 10,,
2023-07-28,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 3,,
2023-07-28,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 3,,
2023-07-28,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 21,,
2023-07-28,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 14,,
2023-07-28,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 13,,
2023-07-28,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 14,,
2023-07-28,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 15,,
2023-07-28,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 15,,
2023-07-28,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 16,,
2023-07-28,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 15,,
2023-07-28,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 16,,
2023-07-28,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 15,,
2023-07-28,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 16,,
2023-07-28,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2023-07-28,Flag,CHEQUERED,Track,CHEQUERED FLAG,,
2023-07-28,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 16,,
2023-07-28,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 15,,
2023-07-28,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 15,,
2023-07-28,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 21,,
2023-07-28,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 19,,
2023-07-28,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 19,,
2023-07-28,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 13,,
2023-07-28,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 13,,
2023-07-28,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 14,,
2023-07-28,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 14,,
2023-07-28,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 15,,
2023-07-28,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 15,,
2023-07-28,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 3,,
2023-07-28,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 15,,
2023-07-28,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 4,,
2023-07-28,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 4,,
2023-07-28,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 3,,
2023-07-28,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 5,,
2023-07-28,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 4,,
2023-07-28,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 20,,
2023-07-28,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 4,,
2023-07-28,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 20,,
2023-07-28,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 15,,
2023-07-28,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 15,,
2023-07-28,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 4,,
2023-07-28,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 4,,
2023-07-28,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 15,,
2023-07-28,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 15,,
2023-07-28,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 5,,
2023-07-28,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 15,,
2023-07-28,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 15,,
