date,category,flag,scope,message,driver_number,lap_number
2023-04-29,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2023-04-29,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 5,,
2023-04-29,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 5,,
2023-04-29,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 5,,
2023-04-29,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 5,,
2023-04-29,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 5,,
2023-04-29,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 5,,
2023-04-29,Flag,RED,Track,RED FLAG,,
2023-04-29,Flag,CLEAR,Track,TRACK CLEAR,,
2023-04-29,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 16,,
2023-04-29,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 15,,
2023-04-29,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 15,,
2023-04-29,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 15,,
2023-04-29,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 16,,
2023-04-29,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2023-04-29,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 9,,
2023-04-29,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 9,,
2023-04-29,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 6,,
2023-04-29,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 6,,
2023-04-29,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 15,,
2023-04-29,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 15,,
2023-04-29,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 14,,
2023-04-29,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 15,,
2023-04-29,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 14,,
2023-04-29,Flag,CHEQUERED,Track,CHEQUERED FLAG,,
2023-04-29,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2023-04-29,Flag,CHEQUERED,Track,CHEQUERED FLAG,,
2023-04-29,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 7,,
2023-04-29,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 7,,
2023-04-29,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 7,,
2023-04-29,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 7,,
2023-04-29,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 7,,
2023-04-29,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 7,,
2023-04-29,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 7,,
2023-04-29,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 7,,
2023-04-29,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 7,,
2023-04-29,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 16,,
2023-04-29,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 16,,
2023-04-29,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,1.0
2023-04-29,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 2,,1.0
2023-04-29,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 2,,1.0
2023-04-29,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 2,,1.0
2023-04-29,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 2,,1.0
2023-04-29,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 2,,1.0
2023-04-29,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 2,,1.0
2023-04-29,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,1.0
2023-04-29,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 15,,1.0
