date,category,flag,scope,message,driver_number,lap_number
2024-07-19,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2024-07-19,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 15,,
2024-07-19,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 15,,
2024-07-19,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 15,,
2024-07-19,Flag,CLEAR,Track,TRACK CLEAR,,
2024-07-19,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 12,,
2024-07-19,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 8,,
2024-07-19,Flag,CHEQUERED,Track,CHEQUERED FLAG,,
2024-07-19,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2024-07-19,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 10,,
2024-07-19,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 8,,
2024-07-19,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 9,,
2024-07-19,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 9,,
2024-07-19,Flag,DOUBLE YELLOW,Sector,DOUBLE YELLOW IN TRACK SECTOR 8,,
2024-07-19,Flag,RED,Track,RED FLAG,,
2024-07-19,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 8,,
2024-07-19,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 9,,
2024-07-19,Flag,CLEAR,Track,TRACK CLEAR,,
2024-07-19,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 5,,
2024-07-19,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 6,,
2024-07-19,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 5,,
2024-07-19,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 6,,
2024-07-19,Flag,GREEN,Track,GREEN LIGHT - PIT EXIT OPEN,,
2024-07-19,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 8,,
2024-07-19,Flag,YELLOW,Sector,YELLOW IN TRACK SECTOR 9,,
2024-07-19,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 8,,
2024-07-19,Flag,CLEAR,Sector,CLEAR IN TRACK SECTOR 9,,
2024-07-19,Flag,CHEQUERED,Track,CHEQUERED FLAG,,
